phrase,cluster_label
subjective job performance,1
enter learn contribute,1
working systems,1
sonar used learn adapt,1
able match humans terms multi,1
sensual perception world,1
proposed bypass,1
customer service failure,1
adss affect behavior capability,1
potential replace human tasks,1
essential mediating,1
algorithms human,1
finally validated predictive,1
predictive performance model using,1
measured multimodality,1
support focuses technological factors,1
people successful achieving coordination,1
background previous experiments tacit coordination,1
observations likely improve,1
learn adequate behaviors,1
infer goals beliefs,1
managerial implications suggested,1
executive actions,1
humanity remarkable achievements,1
specific changes,1
models include specific technical,1
specific technical considerations,1
focus task job,1
job control multiple,1
multiple theories,1
attention perspective taking communication social,1
working conditions ability exert,1
social learning formats,1
aspect humane,1
tam interpersonal attraction exert greatest,1
tool simplifies,1
observer predictions various levels,1
based learning theory iblt,1
life private households,1
mediating role,1
fluency relates employee job,1
mental workload situation awareness henceforth,1
managers study,1
suggested directions substantial impacts,1
age work,1
creativity care work decision,1
employees social support,1
impractical administer,1
twsa estimates,1
learning applied,1
psychological mechanisms cause ironies illustrated,1
operators chocolate wrapping,1
human behavior,1
realizing improvements,1
embedded measures proposed unobtrusive,1
hidden problem,1
guidance behavioral,1
measures derived actions operators,1
conditions significant,1
journals 2018 2023 behavioral research,1
converted model,1
addition perception,1
dislike lengthy textual,1
incorporate extraction,1
mediates joint,1
shows unexplored,1
value attribute,1
making context,1
general behavioral,1
studies emphasize timing crucial factor,1
visual perception,1
discrepancy lead mistimed explanations,1
examining impact technology,1
transformation innovation empirical research,1
assigned humans,1
ivr helps create improved,1
production systems,1
increasingly algorithms,1
reports participant uncertainties visualisations,1
changes model input changed,1
technological affinity technology substratism human,1
solving problems require new,1
novice users,1
individual receipts,1
models user data,1
degrees information loss defined intermittent,1
impacts tested invariance,1
defined intermittent reception data noticeable,1
knowledge factors increase,1
efficiency accuracy time savings,1
missions achievable direct operator involvement,1
human operators little,1
tasks typically creates,1
implications organizational,1
strongest predictors substratism,1
goals hope achieve people click,1
sensory cues,1
role emotional,1
spaceflight relevant tasks,1
versus human face certain visual,1
chest screens influenced human,1
statistical models incorporating embedded,1
hopes identify,1
results stepwise algorithm building statistical,1
measures frequently corresponded intuitive increase,1
common training environments starcraft,1
care work,1
predicts moment diagnoses,1
click mindlessly experts tired make,1
model decisions addition evaluating performance,1
human characteristics turn make interchange,1
automated decision making,1
offer attributes human,1
processing learning interpretation,1
accountability machine,1
human learner,1
effect company,1
collaborative human computer,1
resistance come,1
